,,,,Ist-Versorgung,,,,,,Ausbauprognose 2024,,,,,
,,,,"Gigabit-Versorgung
der Wohn- und Gewerbeeinheiten",,,"Glasfaser-Versorgung
der Wohn- und Gewerbeeinheiten",,,"Gigabit-Versorgung
der Wohn- und Gewerbeeinheiten",,,"Glasfaser-Versorgung
der Wohn- und Gewerbeeinheiten",,
"Bezirk
Nummer","Bezirk
Name","LOR
Planungsräume
Nummer","LOR
Planungsräume
Name",Anzahl,Anteil (%),Veränderung zum Vorjahr (%),Anzahl,Anteil (%),Veränderung zum Vorjahr (%),Anzahl,Anteil (%),Veränderung zum Vorjahr (%),Anzahl,Anteil (%),Veränderung zum Vorjahr (%)
10,Marzahn-Hellersdorf,10400837,Kaulsdorf Süd, 3 373 , 86.9 , -   , 27 , 0.7 , -   , 3 373 , 86.9 , -   , 27 , 0.7 , -   
10,Marzahn-Hellersdorf,10400938,Mahlsdorf Nord, 2 690 , 56.3 , -   , 71 , 1.5 , -   , 4 334 , 90.7 , 34.4 , 4 294 , 89.9 , 88.4 
10,Marzahn-Hellersdorf,10400939,Alt-Mahlsdorf, 2 445 , 97.1 , -   , 1 930 , 76.6 , -   , 2 510 , 99.6 , 2.5 , 2 506 , 99.5 , 22.9 
10,Marzahn-Hellersdorf,10400940,Elsensee, 2 626 , 88.6 , -   , -   , -   , -   , 2 781 , 93.8 , 5.2 , 980 , 33.1 , 33.1 
10,Marzahn-Hellersdorf,10400941,Pilgramer Straße, 4 129 , 87.0 , -   , 106 , 2.2 , -   , 4 413 , 92.9 , 5.9 , 1 630 , 34.3 , 32.1 
11,Lichtenberg,11100101,Dörfer Malchow-Wartenberg, 400 , 24.5 , -   , 1 , 0.1 , -   , 400 , 24.5 , -   , 1 , 0.1 , -   
11,Lichtenberg,11100102,Dorf Falkenberg, 761 , 65.9 , -   , 503 , 43.5 , -   , 761 , 65.9 , -   , 503 , 43.5 , -   
11,Lichtenberg,11100203,Falkenberg Ost, 4 244 , 98.6 , -   , 49 , 1.1 , -   , 4 244 , 98.6 , -   , 49 , 1.1 , -   
11,Lichtenberg,11100204,Falkenberg West, 3 540 , 99.0 , -   , 163 , 4.6 , -   , 3 540 , 99.0 , -   , 163 , 4.6 , -   
11,Lichtenberg,11100205,Wartenberg Süd, 3 231 , 98.8 , -   , 148 , 4.5 , -   , 3 231 , 98.8 , -   , 148 , 4.5 , -   
11,Lichtenberg,11100206,Wartenberg Nord, 3 487 , 92.1 , -   , 42 , 1.1 , -   , 3 487 , 92.1 , -   , 42 , 1.1 , -   
11,Lichtenberg,11100307,Zingster Straße Ost, 6 153 , 98.3 , -   , 2 840 , 45.4 , -   , 6 153 , 98.3 , -   , 2 840 , 45.4 , -   
11,Lichtenberg,11100308,Zingster Straße West, 4 940 , 98.0 , -   , 182 , 3.6 , -   , 4 940 , 98.0 , -   , 182 , 3.6 , -   
11,Lichtenberg,11100309,Mühlengrund, 3 082 , 97.3 , -   , 2 165 , 68.3 , -   , 3 082 , 97.3 , -   , 2 165 , 68.3 , -   
11,Lichtenberg,11200410,Malchower Weg, 3 871 , 90.3 , -   , 422 , 9.8 , -   , 3 871 , 90.3 , -   , 422 , 9.8 , -   
11,Lichtenberg,11200411,Hauptstraße, 3 460 , 91.4 , -   , 1 606 , 42.4 , -   , 3 579 , 94.5 , 3.1 , 2 738 , 72.3 , 29.9 
11,Lichtenberg,11200512,Orankesee, 1 586 , 88.9 , -   , 19 , 1.1 , -   , 1 720 , 96.4 , 7.5 , 1 707 , 95.7 , 94.6 
11,Lichtenberg,11200513,Große-Leege-Straße, 5 975 , 100.0 , -   , 5 975 , 100.0 , -   , 5 975 , 100.0 , -   , 5 975 , 100.0 , -   
11,Lichtenberg,11200514,Landsberger Allee, 7 987 , 99.2 , -   , 6 695 , 83.1 , -   , 7 987 , 99.2 , -   , 6 695 , 83.1 , -   
11,Lichtenberg,11200515,Weiße Taube, 1 866 , 88.9 , -   , 44 , 2.1 , -   , 1 895 , 90.3 , 1.4 , 218 , 10.4 , 8.3 
11,Lichtenberg,11300616,Hohenschönhausener Straße, 2 791 , 79.4 , -   , 1 , -   , -   , 3 511 , 99.9 , 20.5 , 3 511 , 99.9 , 99.9 
11,Lichtenberg,11300617,Fennpfuhlpark, 2 459 , 98.4 , -   , 143 , 5.7 , -   , 2 499 , 100.0 , 1.6 , 2 499 , 100.0 , 94.3 
11,Lichtenberg,11300618,Storkower Bogen, 2 356 , 96.2 , -   , 605 , 24.7 , -   , 2 450 , 100.0 , 3.8 , 2 450 , 100.0 , 75.3 
11,Lichtenberg,11300619,Rudolf-Seiffert-Park, 4 401 , 85.1 , -   , 1 509 , 29.2 , -   , 5 173 , 100.0 , 14.9 , 5 173 , 100.0 , 70.8 
11,Lichtenberg,11300620,Fennpfuhl Ost, 4 835 , 78.4 , -   , 138 , 2.2 , -   , 6 170 , 100.0 , 21.6 , 6 170 , 100.0 , 97.8 
11,Lichtenberg,11300721,Herzbergstraße, 2 978 , 80.7 , -   , 2 137 , 57.9 , -   , 3 528 , 95.6 , 14.9 , 3 063 , 83.0 , 25.1 
11,Lichtenberg,11300722,Rathaus Lichtenberg, 5 791 , 98.3 , -   , 1 554 , 26.4 , -   , 5 893 , 100.0 , 1.7 , 5 893 , 100.0 , 73.6 
11,Lichtenberg,11300723,Bornitzstraße, 508 , 66.9 , -   , 402 , 53.0 , -   , 759 , 100.0 , 33.1 , 759 , 100.0 , 47.0 
11,Lichtenberg,11300724,Roedeliusplatz, 1 867 , 71.5 , -   , 136 , 5.2 , -   , 2 611 , 100.0 , 28.5 , 2 611 , 100.0 , 94.8 
11,Lichtenberg,11300725,Nibelungenviertel, 5 494 , 95.5 , -   , 1 459 , 25.4 , -   , 5 753 , 100.0 , 4.5 , 5 753 , 100.0 , 74.6 
11,Lichtenberg,11300826,Frankfurter Allee Süd, 2 372 , 38.2 , -   , 2 019 , 32.5 , -   , 6 205 , 99.9 , 61.7 , 6 205 , 99.9 , 67.4 
11,Lichtenberg,11400927,Victoriastadt, 2 009 , 88.8 , -   , 250 , 11.0 , -   , 2 263 , 100.0 , 11.2 , 2 263 , 100.0 , 89.0 
11,Lichtenberg,11400928,Nöldnerplatz, 1 312 , 98.1 , -   , 870 , 65.0 , -   , 1 337 , 99.9 , 1.8 , 1 337 , 99.9 , 34.9 
11,Lichtenberg,11400929,Weitlingkiez, 9 482 , 100.0 , -   , 9 482 , 100.0 , -   , 9 482 , 100.0 , -   , 9 482 , 100.0 , -   
11,Lichtenberg,11400930,Zachertstraße, 2 957 , 100.0 , -   , 2 946 , 99.6 , -   , 2 957 , 100.0 , -   , 2 957 , 100.0 , 0.4 
11,Lichtenberg,11400931,Massower Straße, 3 929 , 100.0 , -   , 3 929 , 100.0 , -   , 3 929 , 100.0 , -   , 3 929 , 100.0 , -   
11,Lichtenberg,11401032,Rosenfelder Ring, 3 617 , 97.4 , -   , 2 134 , 57.5 , -   , 3 714 , 100.0 , 2.6 , 3 714 , 100.0 , 42.5 
11,Lichtenberg,11401033,Gensinger Straße, 2 335 , 65.0 , -   , 16 , 0.4 , -   , 3 590 , 100.0 , 35.0 , 3 590 , 100.0 , 99.6 
11,Lichtenberg,11401034,Tierpark, 1 134 , 60.6 , -   , 112 , 6.0 , -   , 1 871 , 100.0 , 39.4 , 1 871 , 100.0 , 94.0 
11,Lichtenberg,11401135,Dolgenseestraße, 5 887 , 100.0 , -   , 5 887 , 100.0 , -   , 5 887 , 100.0 , -   , 5 887 , 100.0 , -   
11,Lichtenberg,11401136,Volkradstraße, 5 443 , 100.0 , -   , 5 443 , 100.0 , -   , 5 443 , 100.0 , -   , 5 443 , 100.0 , -   
11,Lichtenberg,11401137,Erieseering, 4 775 , 100.0 , -   , 4 775 , 100.0 , -   , 4 775 , 100.0 , -   , 4 775 , 100.0 , -   
11,Lichtenberg,11501238,Rummelsburg, 1 564 , 68.7 , -   , 38 , 1.7 , -   , 2 272 , 99.8 , 31.1 , 2 272 , 99.8 , 98.1 
11,Lichtenberg,11501339,Karlshorst West, 5 874 , 100.0 , -   , 5 873 , 100.0 , -   , 5 874 , 100.0 , -   , 5 873 , 100.0 , -   
11,Lichtenberg,11501340,Karlshorst Nord, 5 641 , 96.7 , -   , 5 424 , 92.9 , -   , 5 641 , 96.7 , -   , 5 424 , 92.9 , -   
11,Lichtenberg,11501341,Karlshorst Süd, 3 485 , 98.9 , -   , 3 302 , 93.7 , -   , 3 516 , 99.8 , 0.9 , 3 465 , 98.4 , 4.7 
12,Reinickendorf,12100101,Letteplatz, 5 489 , 96.9 , -   , 384 , 6.8 , -   , 5 489 , 96.9 , -   , 384 , 6.8 , -   
12,Reinickendorf,12100102,Hausotterplatz, 4 984 , 97.2 , -   , 202 , 3.9 , -   , 4 984 , 97.2 , -   , 202 , 3.9 , -   
12,Reinickendorf,12100103,Breitkopfbecken, 4 711 , 99.7 , -   , 814 , 17.2 , -   , 4 711 , 99.7 , -   , 814 , 17.2 , -   
12,Reinickendorf,12100204,Schäfersee, 5 442 , 99.8 , -   , 5 440 , 99.8 , -   , 5 442 , 99.8 , -   , 5 440 , 99.8 , -   
12,Reinickendorf,12100205,Teichstraße, 7 878 , 99.4 , -   , 6 395 , 80.7 , -   , 7 878 , 99.4 , -   , 6 395 , 80.7 , -   
12,Reinickendorf,12100206,Humboldtstraße, 2 823 , 99.7 , -   , 2 818 , 99.5 , -   , 2 823 , 99.7 , -   , 2 818 , 99.5 , -   
12,Reinickendorf,12200307,Reinickes Hof, 1 615 , 95.9 , -   , 244 , 14.5 , -   , 1 619 , 96.1 , 0.2 , 1 619 , 96.1 , 81.6 
12,Reinickendorf,12200308,Mellerbogen, 2 806 , 92.0 , -   , 36 , 1.2 , -   , 3 049 , 100.0 , 8.0 , 3 047 , 99.9 , 98.7 
12,Reinickendorf,12200309,Scharnweberstraße, 5 595 , 98.9 , -   , 369 , 6.5 , -   , 5 660 , 100.0 , 1.1 , 5 659 , 100.0 , 93.5 
12,Reinickendorf,12200310,Klixstraße, 3 925 , 97.2 , -   , 278 , 6.9 , -   , 4 037 , 100.0 , 2.8 , 4 035 , 99.9 , 93.0 
12,Reinickendorf,12200411,Schumacher-Quartier, 247 , 92.9 , -   , 40 , 15.0 , -   , 266 , 100.0 , 7.1 , 266 , 100.0 , 85.0 
12,Reinickendorf,12200412,Waldidyll/Flughafensee, 3 034 , 93.5 , -   , 512 , 15.8 , -   , 3 034 , 93.5 , -   , 512 , 15.8 , -   
12,Reinickendorf,12200413,Tegel Süd, 4 235 , 98.8 , -   , 177 , 4.1 , -   , 4 235 , 98.8 , -   , 177 , 4.1 , -   
12,Reinickendorf,12200414,TXL, 504 , 75.7 , -   , 69 , 10.4 , -   , 504 , 75.7 , -   , 69 , 10.4 , -   
12,Reinickendorf,12200515,Alt-Tegel, 7 015 , 95.3 , -   , 1 116 , 15.2 , -   , 7 015 , 95.3 , -   , 1 116 , 15.2 , -   
12,Reinickendorf,12400616,Konradshöhe/Tegelort, 3 101 , 97.7 , -   , 8 , 0.3 , -   , 3 101 , 97.7 , -   , 8 , 0.3 , -   
12,Reinickendorf,12400617,Alt-Heiligensee, 3 032 , 91.6 , -   , -   , -   , -   , 3 032 , 91.6 , -   , -   , -   , -   
12,Reinickendorf,12400618,Heiligensee Nord, 1 723 , 94.9 , -   , 27 , 1.5 , -   , 1 723 , 94.9 , -   , 27 , 1.5 , -   
12,Reinickendorf,12400619,Heiligensee, 3 525 , 95.3 , -   , 52 , 1.4 , -   , 3 525 , 95.3 , -   , 52 , 1.4 , -   
12,Reinickendorf,12400720,Frohnau West, 4 468 , 97.2 , -   , 1 , -   , -   , 4 468 , 97.2 , -   , 1 , -   , -   
12,Reinickendorf,12400721,Frohnau Ost, 4 098 , 98.1 , -   , 1 , -   , -   , 4 103 , 98.2 , 0.1 , 16 , 0.4 , 0.4 
12,Reinickendorf,12400722,Hermsdorf West, 4 452 , 97.6 , -   , 91 , 2.0 , -   , 4 452 , 97.6 , -   , 91 , 2.0 , -   
12,Reinickendorf,12400723,Hermsdorf Ost/Waldsee, 4 259 , 97.3 , -   , -   , -   , -   , 4 302 , 98.2 , 0.9 , 1 934 , 44.2 , 44.2 
12,Reinickendorf,12500824,Ziekowstraße/Freie Scholle, 5 683 , 98.9 , -   , 548 , 9.5 , -   , 5 712 , 99.4 , 0.5 , 2 577 , 44.9 , 35.4 
12,Reinickendorf,12500825,Borsigwalde, 4 422 , 97.8 , -   , 898 , 19.9 , -   , 4 513 , 99.8 , 2.0 , 4 456 , 98.5 , 78.6 
12,Reinickendorf,12500926,Wittenau Süd, 2 941 , 95.2 , -   , 4 , 0.1 , -   , 3 090 , 100.0 , 4.8 , 3 090 , 100.0 , 99.9 
12,Reinickendorf,12500927,Wittenau Nord, 3 475 , 96.8 , -   , 113 , 3.1 , -   , 3 588 , 100.0 , 3.2 , 3 562 , 99.2 , 96.1 
12,Reinickendorf,12500928,Waidmannslust, 2 898 , 96.9 , -   , 13 , 0.4 , -   , 2 936 , 98.2 , 1.3 , 1 446 , 48.4 , 48.0 
12,Reinickendorf,12500929,Lübars, 2 159 , 89.0 , -   , -   , -   , -   , 2 248 , 92.7 , 3.7 , 371 , 15.3 , 15.3 
12,Reinickendorf,12500930,Wittenau Mitte, 4 831 , 97.3 , -   , 191 , 3.8 , -   , 4 847 , 97.6 , 0.3 , 3 166 , 63.8 , 60.0 
12,Reinickendorf,12601031,Lübarser Straße, 1 802 , 96.7 , -   , 62 , 3.3 , -   , 1 842 , 98.8 , 2.1 , 1 304 , 70.0 , 66.7 
12,Reinickendorf,12601032,Rollbergesiedlung, 2 502 , 98.0 , -   , 201 , 7.9 , -   , 2 552 , 100.0 , 2.0 , 2 552 , 100.0 , 92.1 
12,Reinickendorf,12601133,Treuenbrietzener Straße, 5 045 , 98.9 , -   , 4 947 , 97.0 , -   , 5 045 , 98.9 , -   , 4 947 , 97.0 , -   
12,Reinickendorf,12601134,Märkisches Zentrum, 7 044 , 98.9 , -   , 5 028 , 70.6 , -   , 7 046 , 98.9 , -   , 5 406 , 75.9 , 5.3 
12,Reinickendorf,12601235,Dannenwalder Weg, 4 270 , 99.7 , -   , 3 200 , 74.7 , -   , 4 272 , 99.7 , -   , 3 914 , 91.4 , 16.7 
12,Reinickendorf,12601236,Schorfheidestraße, 1 334 , 96.8 , -   , 77 , 5.6 , -   , 1 378 , 100.0 , 3.2 , 1 378 , 100.0 , 94.4 
00,Land Berlin,,, 2 067 165 , 95.4 , -   , 741 551 , 34.2 , -   , 2 091 619 , 96.5 , 1.1 , 1 045 196 , 48.2 , 14.0 
